AthleteID,Name,Gender,DateOfBirth,CountryID,SportID
1934,Timothy Murray,F,1984-04-29,110,34
1935,Michelle Kelley,F,1990-08-19,2,2
1936,Roger Mills,M,2003-05-08,88,5
1937,Bryan Cain,M,1994-01-18,107,39
1938,Elizabeth Brooks,F,2001-11-01,82,44
1939,Andrew Lee,F,2007-04-20,174,25
1940,Brenda Walker,M,1988-11-29,84,21
1941,Christine Williams,M,1996-09-28,36,16
1942,Valerie Davis,F,1993-07-16,154,19
1943,Chris Jefferson,M,2003-08-26,10,41
1944,Ellen Miller,M,1999-11-06,41,30
1945,Cynthia Sanders,F,1990-08-15,48,6
1946,Danielle Cox,M,2007-08-07,6,7
1947,Troy Smith,F,2001-05-01,12,27
1948,Nancy Little,M,1989-05-31,194,3
1949,Aaron Dixon,F,1998-06-30,5,34
1950,Shelia Irwin,F,1991-09-23,199,8
1951,Claire Chambers,F,1983-09-14,112,30
1952,James Hayes,F,1997-04-04,31,35
1953,Sheri Bates,F,1988-11-01,133,5
1954,Cynthia Allen,M,2000-12-08,155,33
1955,Stanley Lee,F,2007-10-15,18,37
1956,Nicole Krause,M,2004-03-23,145,14
1957,Erica Kelly DDS,M,2005-02-23,147,50
1958,Angela Johnson,F,1996-10-22,192,45
1959,Mrs. Danielle Osborne,M,1999-11-14,92,35
1960,Connie Perkins,F,1991-07-31,17,30
1961,Ashley Valencia,M,1989-05-10,11,8
1962,Jared Ramos,F,1993-02-03,6,1
1963,Edward Leon,F,1997-04-22,78,15
1964,Meagan Strickland,F,1997-03-04,112,34
1965,Jordan Lynch,F,1991-09-04,173,37
1966,Kelli Harris,F,1994-04-29,134,23
1967,William Brewer,M,1988-10-18,71,41
1968,Timothy Brown,F,1993-01-29,195,37
1969,Patrick Jackson,M,2002-11-05,8,20
1970,William Klein,F,2002-07-11,10,40
1971,Thomas Cox,M,1994-06-05,24,45
1972,Kayla Huerta,M,1986-01-28,67,23
1973,Terry Burns,M,1989-01-13,105,30
1974,Alison Roberts,F,1992-07-15,28,19
1975,Rachel Terry,M,1987-06-14,5,1
1976,Thomas Garcia,M,1989-06-04,120,50
1977,Steven Hayden,M,1993-05-19,90,47
1978,Larry Wagner,M,1995-05-21,115,27
1979,Crystal Ramsey,F,1997-09-01,64,17
1980,Brandon Diaz,M,1994-08-25,83,29
1981,Travis Haynes,M,2002-01-01,155,29
1982,Katherine Willis MD,M,2005-06-17,155,42
1983,Krista Galloway,F,1999-05-25,39,11
1984,Martha Taylor,F,1994-03-28,11,45
1985,Alejandra Bridges,F,1988-07-10,160,47
1986,Fernando Roach,F,2000-05-03,37,34
1987,Tanya Williams,M,1985-05-14,84,15
1988,Jennifer Davis,M,1994-03-26,67,8
1989,Raymond Long,M,2007-06-02,181,6
1990,Kathleen Parker,F,2006-03-22,56,10
1991,Diane Woods,F,2008-08-13,143,16
1992,Kathryn Green,M,1985-05-31,25,5
1993,Danielle Morris,F,2002-05-24,65,25
1994,Brenda Myers,M,2008-07-02,102,15
1995,Barry Campbell,F,2003-07-30,47,44
1996,Brittany Thomas,F,1997-05-23,59,30
1997,Anthony Blackburn,F,1998-10-31,128,33
1998,Sean Hines,M,1986-03-18,118,1
1999,Angelica Black,F,1995-07-07,131,48
2000,Taylor Patrick,M,2004-08-09,196,32
2001,Mrs. Sheila Gonzalez,M,1991-05-05,96,3
2002,Danielle Lopez,M,1991-11-08,130,47
2003,Steven Griffin,F,1983-10-03,189,13
2004,Thomas Fletcher,F,1997-03-12,1,9
2005,Kristen Rosales,M,2008-10-27,100,11
2006,Lorraine Keith,M,1985-08-27,189,15
2007,Troy Anderson,F,1991-07-09,55,39
2008,John Irwin,F,1998-06-11,165,44
2009,Tyler Sanchez,M,2009-02-03,99,9
2010,Melissa Taylor,F,1991-05-08,173,8
2011,Thomas Barrera,F,2006-01-02,26,32
2012,Juan Baker,M,1994-09-08,73,27
2013,Larry Lowery,M,2000-10-27,36,47
2014,Alexander Sims,M,2008-03-28,20,30
2015,Brianna Dominguez,M,1998-01-25,131,49
2016,Leslie Pennington,F,1984-04-22,22,49
2017,Deanna Wood,F,1996-02-07,175,19
2018,Christopher Rogers,M,2007-01-26,36,39
2019,Erica Garcia,F,1983-12-27,81,12
2020,James Williams,M,1988-11-14,60,33
2021,Laura Olsen,F,1996-09-26,40,49
2022,Kellie Peters,M,1992-01-28,11,8
2023,James Mcdowell,F,1994-06-13,40,31
2024,Anna Dudley,F,1997-01-15,23,42
2025,Luis Hamilton,M,1997-12-23,163,10
2026,Kimberly Phillips,F,2000-07-22,17,44
2027,Nicholas Arias,F,1999-05-29,99,35
2028,Haley Thomas,M,2002-04-23,95,39
2029,Tara Francis,M,1997-08-17,200,41
2030,Crystal Koch,F,2008-08-17,21,35
2031,Kaylee Russo,M,1985-02-22,153,39
2032,Erin Ballard,M,2002-05-31,56,20
2033,Christy Lyons,F,1997-01-20,108,11
2034,Julia Anderson,M,1999-07-30,92,26
2035,Rachel Pittman,M,2009-02-27,155,32
2036,Raymond Fisher,M,1983-12-20,32,10
2037,Christopher Shaffer,M,1992-09-07,118,14
2038,Richard Nelson,M,1995-04-30,152,10
2039,Paul Hicks,M,1983-10-26,142,1
2040,Rachel Wilson,F,1984-07-26,86,33
2041,Veronica Stanley,F,1988-03-01,8,16
2042,Joseph Davis,F,1983-08-04,108,15
2043,Dennis Hernandez,M,1992-11-10,166,15
2044,Clayton Cole,F,1984-08-16,106,21
2045,Kevin Berg,M,1997-12-30,71,36
2046,Carl Brown,M,1994-02-14,167,7
2047,Patricia Perez,F,2006-07-30,172,8
2048,Michael Bond,M,2008-04-18,88,12
2049,Matthew Parker,M,2008-01-03,198,44
2050,Jeff Jacobs,F,1990-05-20,129,29
2051,Kevin Adams,M,2004-09-10,26,21
2052,Tracy Cameron,M,1991-02-09,99,45
2053,Gregory Carpenter,F,1995-11-22,26,11
2054,Tracy Sanchez,F,1991-06-07,111,14
2055,Joyce Deleon,M,1984-02-23,100,22
2056,James Freeman,F,1986-01-19,26,7
2057,Sharon Clay,F,1989-11-16,137,41
2058,Kelly Smith,M,1987-08-01,190,33
2059,Ricardo Gross,M,1986-01-10,135,1
2060,Mr. Carlos Fuller,F,1994-05-25,187,22
2061,Sarah Schmidt,F,1997-12-16,151,19
2062,Martin Knight,F,2004-07-27,166,39
2063,Lisa Manning,F,2003-05-09,137,50
2064,Shawna Smith,F,1996-09-18,51,50
2065,Michael Young,M,1995-12-03,186,27
2066,Marissa White,F,2000-03-14,57,29
2067,Evan Cross,F,1998-10-13,40,33
2068,Lauren Cruz DDS,F,1984-06-05,80,5
2069,Matthew Kennedy,M,1991-10-16,79,26
2070,Martin Chapman,M,2002-12-07,23,38
2071,Timothy Wagner,M,1997-09-02,60,20
2072,Eric Smith,F,1993-02-28,126,32
2073,Gary Lamb,F,1999-03-22,66,9
2074,Victoria Peck,M,2004-01-14,74,9
2075,Zachary Williams,M,1988-12-09,132,32
2076,Donald Bates DDS,M,1995-03-11,182,26
2077,Mrs. Ashley Robinson MD,M,1996-01-26,155,3
2078,Jon Gregory,F,2001-04-09,196,5
2079,Brittany Moon,M,2008-04-21,169,39
2080,Kathleen Clark,M,1998-10-01,120,28
2081,Gregory Green,M,1992-02-12,114,14
2082,Melissa Jackson,F,1984-08-04,66,5
2083,Allison Shelton,F,2001-09-13,45,34
2084,William Hernandez,F,2000-10-14,101,38
2085,Austin Scott,F,1989-08-02,121,19
2086,Steven Campbell,F,1990-12-03,1,43
2087,Larry Dalton,F,2001-09-01,42,10
2088,Kathy Ross,M,2000-01-22,12,24
2089,Matthew Martin,M,2007-06-17,15,35
2090,Ryan Martinez,F,1983-10-03,45,4
2091,Sarah Robinson,F,1993-03-01,58,16
2092,John Anderson,F,1991-03-04,188,32
2093,Jill Powers,M,1997-05-06,51,23
2094,James Hampton,F,1989-04-03,200,13
2095,Andrea Chavez,M,2004-06-08,153,7
2096,John Robinson,M,1990-10-17,10,38
2097,Nichole Rowland,F,2004-11-23,13,3
2098,Suzanne Wood,F,2003-06-16,15,38
2099,Jason Allen,M,2008-09-10,25,43
2100,Vicki Ross,F,1998-10-16,43,32
2101,Melissa Chavez,F,1988-09-30,56,21
2102,Holly Duncan,M,1994-03-20,44,31
2103,Joseph Pham,F,1984-09-11,33,47
2104,Rebecca Bowman,F,2001-08-19,40,1
2105,Laura Mack,F,1986-10-29,5,16
2106,Nicholas Lee,M,1997-02-01,43,10
2107,Jose Patton,M,1987-04-08,6,29
2108,Robert Hernandez,F,1995-09-13,172,32
2109,Stephanie Mcdonald,M,2001-02-22,94,6
2110,Joshua Brown,F,2003-08-16,121,25
2111,Toni Jenkins,F,2006-02-11,1,42
2112,Jacqueline Pearson,F,1991-02-05,15,45
2113,Gina Patrick,F,1995-08-17,175,41
2114,Bryan Hunt,M,2001-09-10,126,13
2115,Cheryl West,M,1987-02-02,194,33
2116,Traci Smith,M,1994-08-08,133,50
2117,Jessica Serrano,M,2000-07-27,92,10
2118,Carly Hansen,F,2004-06-13,184,23
2119,Mr. Jimmy Whitaker,M,1997-12-27,17,8
2120,Mark Joseph,M,1986-04-12,21,46
2121,Wendy Cooper,F,1994-02-20,2,32
2122,Robert Mendoza,M,1995-08-06,65,26
2123,Rebecca Adams,F,1990-01-26,10,13
2124,Christopher Murray,M,1992-05-05,54,9
2125,Donna Vance,F,2008-12-02,23,22
2126,Michael Mejia,M,2003-06-19,115,1
2127,Jessica Frank,F,1999-01-08,174,20
2128,Jacob Roberts DDS,M,1993-12-15,163,43
2129,Joshua Thomas,M,1999-12-26,10,3
2130,William Gomez,M,2001-12-18,73,34
2131,Andrew Carter,M,1985-04-15,192,35
2132,Michael Smith,F,1989-11-04,14,48
2133,Justin Riggs,M,2003-11-26,199,18
2134,Madison Bentley,F,1987-09-13,166,29
2135,Melanie Gibson,F,2006-11-03,29,42
2136,Angela Smith,M,1988-02-20,182,40
2137,Gary Johnson,F,1992-11-16,196,16
2138,Mrs. Natalie Padilla,M,1990-07-26,158,44
2139,Pamela Hernandez,F,2005-06-02,61,38
2140,Andrea May,F,1998-09-22,88,22
2141,Cassandra Bush,M,2001-03-24,119,12
2142,Alicia Hudson,F,1989-08-30,32,9
2143,Gabriella Tran,F,1995-10-13,89,20
2144,Gregory Barnes,M,2002-11-18,106,14
2145,Mark Alvarado,F,1994-01-24,184,26
2146,Anna Mooney,F,2000-08-23,27,32
2147,Melissa Hubbard,F,2003-03-04,147,9
2148,Dylan Morrison,M,1987-02-26,45,13
2149,Julia Young,M,1988-07-20,30,36
2150,Teresa Johnson,F,1997-10-24,136,9
2151,Amanda Henry,M,1985-06-28,55,27
2152,Allison Ray,M,1989-06-05,116,38
2153,Nicole Lee,F,1984-01-04,140,31
2154,Andrew Patterson,M,1990-07-14,39,43
2155,Mark Johnson,M,1994-05-10,175,33
2156,Darius Byrd,F,2000-11-08,143,39
2157,Isaac Johnson,M,1983-10-19,45,24
2158,Alexis Holt,M,2003-01-08,97,46
2159,Jennifer Harris,M,2007-03-10,7,20
2160,Jonathan Stark,F,1993-08-09,175,28
2161,Douglas Johnson,F,1996-10-24,192,4
2162,Melissa Clarke,F,2001-02-28,184,34
2163,Sarah Carpenter,F,1990-01-07,63,33
2164,Carrie Ibarra,F,2008-02-23,101,38
2165,Katie Turner,M,1992-04-28,16,29
2166,Kenneth Finley,F,1997-08-19,106,21
2167,Meagan Lynch,M,2001-03-03,131,26
2168,David Garcia,M,1989-12-23,10,40
2169,Lisa Turner,F,1999-04-04,140,44
2170,Craig Compton,F,2006-09-21,123,29
2171,Yvonne Frazier,M,2007-05-27,11,45
2172,Zachary Romero,F,1991-04-12,110,12
2173,Susan Stafford,M,2001-07-29,118,45
2174,Tom Brown,F,2000-05-08,117,31
2175,Cheryl Martin,M,1999-07-06,18,2
2176,Joseph Anderson,M,2004-10-28,12,9
2177,Scott Walker,M,2004-07-09,54,40
2178,Thomas Williams,F,2004-06-28,160,46
2179,Misty Mason,F,2007-05-29,167,5
2180,Jessica Coleman,F,1986-02-09,72,39
2181,James Hughes,M,1987-08-18,51,19
2182,Nathan Robertson,M,1985-03-18,56,8
2183,Tamara Carter,F,1986-04-21,19,42
2184,Christopher Wilkerson,M,1986-04-15,153,44
2185,Justin Mitchell,M,2002-05-06,23,36
2186,Geoffrey Salazar,M,1988-08-03,94,19
2187,Susan Dunn,F,1987-07-03,72,36
2188,Sean Thompson,F,1992-03-14,75,5
2189,Joshua Skinner,M,1991-03-25,8,40
2190,Angela Hall,F,1992-07-15,152,15
2191,Dana Gutierrez,M,1990-05-23,153,37
2192,Lisa Johnson,M,1994-05-03,38,48
2193,Tammy White,M,1986-03-21,135,42
2194,Keith Ray,M,1990-08-24,158,14
2195,Jeremy Chambers,F,1991-02-23,93,26
2196,Erin Sanchez,M,1996-10-09,139,35
2197,David Brown,F,1994-10-10,189,12
2198,Sarah Mullins,F,1985-07-14,18,24
2199,Mitchell Burnett,F,2006-04-05,141,38
2200,Robert Harris,F,2006-01-22,123,26
2201,David Carpenter,F,1985-09-17,68,44
2202,Heidi Kim,M,1993-08-11,148,36
2203,Bailey Medina,F,1994-07-10,84,41
2204,James Woods,M,2004-04-25,131,34
2205,Michele Miller,F,1991-08-07,117,38
2206,Garrett White,M,2000-01-31,83,44
2207,Daniel Hood,M,1996-01-19,162,35
2208,Joseph Patton,F,2004-10-26,141,39
2209,Joseph Cowan,F,2008-01-23,4,1
2210,Samuel Chase,M,1999-05-13,194,4
2211,Jeffery Williams,M,2000-06-17,64,24
2212,John Moore,F,1994-04-21,28,21
2213,Nicholas Turner,M,2004-12-16,3,9
2214,Virginia Hubbard,F,2008-02-15,43,18
2215,Paul Black,M,2008-05-25,131,22
2216,Chad Baxter,M,2000-09-13,77,31
2217,Joanna Hughes,M,1997-12-26,20,35
2218,Thomas Bernard,F,1997-04-14,95,34
2219,Christopher Johnson,M,2000-10-07,128,12
2220,Aimee Ingram,M,1987-07-04,27,40
2221,Lisa Reed,F,1993-05-06,103,14
2222,Derrick Vance,M,1999-05-24,145,24
2223,Collin Andersen,F,1989-05-11,24,38
2224,Jennifer Hill,F,2006-02-13,93,25
2225,Karina Johnson,F,1987-10-29,40,15
2226,Sarah Weber,F,1993-05-14,115,21
2227,Linda Williams,F,1987-07-25,158,22
2228,Michelle Cox,F,2001-06-20,169,48
2229,Peter Parks,M,1991-07-16,110,18
2230,Karen Thomas,M,1991-10-02,195,24
2231,Kathy Tanner,M,1991-11-07,101,36
2232,Heather Mccormick,F,1990-05-06,130,49
2233,Mark Scott,M,2000-05-15,106,31
2234,Jennifer Riddle,F,2000-12-16,69,19
2235,Alison Nelson,M,1985-09-27,88,48
2236,Christina York,F,2000-01-16,8,17
2237,Kathy Kelly,M,1994-10-28,115,13
2238,David Morse,F,1998-06-11,134,39
2239,Dylan Boyle,M,2007-12-08,102,37
2240,Christopher Holden,F,1995-07-19,57,11
2241,John Owens,M,1999-09-25,125,33
2242,Karen Taylor,F,1999-11-10,19,31
2243,Christine Hudson,F,1987-03-30,147,45
2244,Melissa Rodriguez,F,2006-10-28,123,15
2245,Amy Guerra,F,2005-07-02,39,17
2246,Gary Duncan,M,2001-01-24,103,38
2247,James Barrett,F,2002-04-18,134,38
2248,Terry Miller,F,2003-06-28,55,32
2249,Debbie Brady,M,1995-06-16,181,2
2250,Tina Kelly,M,2008-02-22,58,12
2251,Joseph Day,F,1989-12-16,123,49
2252,Mathew Lucero,F,2002-04-29,151,9
2253,Monica Sutton,F,1999-11-15,3,5
2254,Steven Thomas,F,1996-02-29,14,30
2255,Timothy Yang,M,1984-08-05,147,10
2256,Anita Pearson,M,1996-10-14,147,20
2257,George Callahan DVM,F,1993-02-04,73,17
2258,Jon Johnston,F,1988-02-04,118,48
2259,Mrs. Amanda Alexander,M,2008-11-15,119,30
2260,Carla Wright,F,2001-04-18,33,47
2261,Julie Miranda,M,1993-09-02,153,24
2262,Mary Hill,F,1986-03-20,47,31
2263,Patricia Davis,M,1991-07-03,67,18
2264,Kirsten Porter,M,2006-03-12,128,32
2265,Bryan Brown,M,2009-01-31,78,7
2266,Albert Chapman,M,1996-04-02,131,9
2267,Crystal Davidson,M,2006-12-18,23,11
2268,Chelsea Young,F,2001-12-27,187,5
2269,Heather Wade,F,1994-10-19,68,42
2270,Melissa Alvarado,F,1990-07-18,172,24
2271,Cody Maddox,M,1991-02-05,134,2
2272,Megan Garcia,M,2006-12-14,61,28
2273,Jennifer Ellis,M,1988-05-13,33,12
2274,Linda Cole,F,2003-08-12,142,6
2275,Richard Torres,M,2009-06-28,97,15
2276,Angela Henry,M,1997-07-13,78,40
2277,Vanessa Kennedy,F,1992-04-06,23,24
2278,Leslie Rush,M,1995-06-02,103,4
2279,Michelle Espinoza,F,2000-09-19,182,7
2280,Elizabeth Beard,M,1999-09-27,15,41
2281,Matthew Keller,F,1991-07-16,126,3
2282,Nicole Stephens,F,1999-11-18,5,8
2283,Michael Shepherd,M,1984-09-02,102,49
2284,Alan Chandler,M,2000-07-26,139,12
2285,Jeffrey Martinez PhD,M,1994-12-20,192,34
2286,Lindsay Shaw,F,2006-12-07,125,42
2287,Jeff Ortiz,F,1995-06-27,62,42
2288,Calvin Tapia,M,1985-10-12,172,24
2289,Jennifer Henry,F,1995-01-24,163,36
2290,Angelica Ferrell,M,2009-01-29,87,26
2291,Timothy Cook,F,1988-10-20,49,9
2292,Daniel Wilson,F,2008-10-03,33,43
2293,Denise Miller,F,1998-11-27,187,6
2294,Katie Fuller DVM,M,2002-09-27,161,48
2295,Sandra Pearson,F,1986-03-16,86,46
2296,Angela Aguilar,F,2004-03-09,110,24
2297,Daniel Miller,M,1996-03-02,4,2
2298,Justin Wilcox,F,1992-10-18,181,22
2299,Stephanie Barrett,M,1983-11-26,5,2
2300,Erin White,M,2001-12-30,36,17
2301,Patrick Ruiz,M,1997-09-14,21,18
2302,Kelsey Macias,F,2003-03-18,10,34
2303,Valerie Young,F,2000-05-06,161,17
2304,Eugene Smith,F,1998-11-05,65,5
2305,Dan Rogers,M,2003-12-13,135,33
2306,Katherine Horn,M,1986-02-23,157,17
2307,Joseph Fowler,F,2006-05-27,162,25
2308,Kristin Day,M,1983-10-13,95,26
2309,Vickie Aguilar MD,F,1989-07-27,134,35
2310,Bianca Johnson,F,2003-03-01,116,1
2311,Nicole Forbes,F,1996-03-05,143,15
2312,Ariel Roberts,M,2006-03-09,75,25
2313,Michael Lopez,F,1998-07-24,67,35
2314,Angela Ray,F,1994-12-09,93,8
2315,Alexa Mullins,M,2000-06-19,5,14
2316,Caitlyn Chen,F,2005-03-26,101,18
2317,Jerome Murphy,F,1997-11-02,50,9
2318,Jeffrey Castaneda,M,1986-12-21,200,31
2319,Christopher Dean,F,1987-09-13,7,33
2320,Ronald Briggs,F,2005-09-19,20,42
2321,Lisa Jensen,M,2001-06-16,33,2
2322,Lucas Cain,F,1987-12-03,122,45
2323,Brandon Davenport,M,1993-07-14,152,46
2324,Jeffery Hoffman,M,2004-04-13,9,23
2325,Mr. Dennis Thomas,F,2001-12-25,170,13
2326,Michael Burton,F,2009-01-03,200,27
2327,Mrs. Mary Bates,M,2002-08-09,195,16
2328,Jessica Barrett,F,1990-09-22,41,49
2329,Jacob Murphy,M,1994-01-17,134,22
2330,Richard Ford,F,2002-06-30,67,41
2331,Daniel Bass,F,1998-08-02,47,34
2332,Kirsten Reynolds,F,1983-08-24,93,1
2333,Heather Colon,M,1988-04-07,155,36
2334,Sharon Pope,F,1997-08-26,161,43
2335,Ryan Shah,M,1984-08-05,43,23
2336,Lori Foley,M,1991-11-25,28,37
2337,Cody Turner,M,1992-05-15,145,10
2338,Jill Guerra,M,2008-10-26,85,24
2339,Jason Wright,F,1997-07-26,149,10
2340,Michael Richardson,F,2001-02-25,30,1
2341,Stephen Lynch,M,1999-12-19,199,39
2342,Kelli Duarte,M,1994-06-11,60,18
2343,Autumn Ho,M,1989-11-28,71,4
2344,John Jones,M,1992-01-07,92,15
2345,Brandi Richardson,M,1985-06-28,79,20
2346,Ashley Dennis,M,1989-05-29,124,39
2347,Matthew Taylor,M,2006-10-09,17,20
2348,Andrew Craig,F,1985-05-06,29,29
2349,Scott Myers,M,2001-06-13,67,38
2350,Leah Rodriguez,F,1985-03-01,69,22
2351,David Knight,M,1993-07-10,150,27
2352,Kevin Schmitt,F,2004-03-22,128,49
2353,Ashley Salazar,M,1998-03-26,80,48
2354,Holly Lowe,F,2007-10-04,197,29
2355,Ms. Jessica Bailey,F,1986-05-05,4,25
2356,Jennifer Stewart,M,1991-09-30,175,37
2357,Juan Sandoval,M,2003-10-18,3,40
2358,Samuel Tucker,M,1994-11-04,42,47
2359,Belinda Vargas,M,1999-11-16,63,36
2360,Angela Lee,F,1991-05-11,39,26
2361,Jack King,F,2002-12-21,12,25
2362,Kevin Cook,F,1983-11-06,195,29
2363,Robert Hawkins,M,2005-07-16,10,30
2364,Lisa Graham,M,1990-08-09,148,6
2365,Jonathan Skinner,M,2001-03-29,164,43
2366,Michelle Austin,F,2007-04-25,104,33
2367,Sylvia Smith,M,1993-09-19,10,3
2368,Kurt Turner,F,2007-07-14,113,25
2369,John Brown,F,1986-03-12,66,48
2370,Ashley Case,F,1990-03-16,12,28
2371,Kelly Lee,F,2001-04-18,33,47
2372,Yolanda Bates,F,1986-11-20,167,5
2373,William Young,M,1997-10-20,169,3
2374,Glenn Benton,M,1992-04-30,164,30
2375,Stephen Martinez,M,2002-05-10,119,32
2376,Holly Chavez,M,1984-07-25,181,50
2377,Carrie Williams,M,2000-04-20,124,7
2378,Jennifer Clements,M,1999-10-01,149,50
2379,Barry Lawrence,M,2000-03-15,6,34
2380,Ronald Daniels,F,1991-12-18,111,27
2381,Sharon Wagner,M,2005-11-25,45,16
2382,Jose West,M,2000-11-25,108,10
2383,Michelle Willis,M,2000-11-11,34,25
2384,Yvonne Ramos,F,2004-02-22,22,12
2385,Deborah Doyle,M,1992-07-04,108,15
2386,Beth Hurst,F,1997-01-03,55,38
2387,Lisa Mckinney,F,1983-09-10,43,35
2388,Michael Carroll,M,1998-05-12,168,36
2389,Bianca Perez,F,1990-11-06,82,40
2390,Mark Anderson,M,2001-04-15,97,46
2391,Susan Brooks,F,1994-02-20,78,19
2392,Kayla Rodriguez,M,2001-07-27,72,41
2393,Miranda Brown,M,1995-11-12,85,47
2394,Thomas Zimmerman,F,1986-03-11,168,10
2395,Sarah Hall,M,1984-06-25,19,18
2396,Shannon English,F,2000-08-24,44,27
2397,Elizabeth Hernandez,F,1987-10-02,85,25
2398,Joshua Cruz,F,1988-08-05,196,31
2399,Seth Perez Jr.,M,1986-08-05,182,3
2400,Christopher Wood,F,1984-06-27,173,1
2401,Luis Adkins,F,1999-03-28,136,39
2402,Donald Combs,F,1991-01-20,110,25
2403,Aaron Shea,F,1990-01-30,1,4
2404,Rita King,F,2009-06-16,7,32
2405,Mr. Bruce Henry,F,2007-05-04,171,18
2406,Julie Roberts,M,1999-01-11,58,8
2407,Mathew Jackson,M,1986-08-26,33,41
2408,David Jennings,M,1987-03-11,52,23
2409,Emily Clark,M,2005-03-20,21,43
2410,Laura Clark,M,2000-06-21,25,31
2411,Tanya Castillo,M,1987-08-12,70,9
2412,Laura Parker,M,2002-03-23,79,11
2413,Gabriel Sanchez,F,2000-05-26,77,12
2414,Emily Wang,M,2000-03-15,149,44
2415,Brandon Robertson,M,1989-02-27,49,10
2416,Matthew Campbell,F,1994-10-17,95,42
2417,Alexander Patel,F,1997-09-07,190,10
2418,David Blake,F,1983-12-13,132,48
2419,Robert Watkins,M,1992-11-05,54,14
2420,Phillip Hunter,M,1987-05-27,1,26
2421,Phillip Hill,M,2006-06-15,164,46
2422,Jeffrey Alvarado,F,2006-09-24,124,36
2423,Joshua Bailey,M,2004-06-10,185,22
2424,Kevin Weiss,M,1991-03-29,106,46
2425,Joshua Middleton,M,2001-10-10,67,44
2426,Heather Thompson,M,2008-11-30,146,4
2427,Katelyn Curtis,M,2008-08-21,83,6
2428,Michelle Johnson,F,2007-09-18,92,3
2429,Jacob Phillips,F,1995-06-07,101,50
2430,Mrs. Kayla Flowers,F,1993-06-14,117,48
2431,Jason Ochoa,F,2007-06-12,175,38
2432,George Perez,F,1989-11-30,117,29
2433,Whitney Pierce,F,1985-08-27,65,13
2434,Andrea Jones,F,1989-03-30,48,9
2435,James Jarvis,F,2001-09-07,110,2
2436,Kevin Roach,F,1993-01-29,14,21
2437,Todd Cobb,M,2008-08-01,16,39
2438,Kenneth Jones,M,2000-11-06,23,32
2439,Tina Jones,M,2006-06-17,187,10
2440,Tracy Torres,F,1993-08-03,180,40
2441,Martha Wood,F,1995-01-16,83,12
2442,Kayla Mercer,M,1999-04-17,109,40
2443,Chris Galvan,M,2003-02-22,55,23
2444,Candace Morris,M,1990-12-28,68,37
2445,Antonio Roman,F,1997-04-04,173,5
2446,Joshua Ryan,M,2005-02-24,195,4
2447,Haley Ruiz,M,1985-10-07,34,8
2448,Bobby Long,F,2004-06-14,11,9
2449,Heather Adams,F,1993-08-01,48,40
2450,Darryl Cisneros,F,1985-01-30,117,19
2451,Roy Green,M,1985-07-25,72,40
2452,Anna Davis,F,2000-03-21,195,11
2453,Ryan Greene,F,2003-08-20,39,10
2454,Cheryl Logan,M,2005-09-11,44,8
2455,Michael Waters,F,2005-09-16,176,39
2456,Marissa Johnson,M,1984-03-17,108,37
2457,David Jordan,F,2006-08-29,116,5
2458,Andrew Lewis,M,1992-02-29,156,11
2459,Veronica Martin,F,1997-11-04,180,6
2460,Philip Beasley,F,1993-10-15,58,19
2461,Jennifer Baker,M,1992-12-12,195,43
2462,Barbara Hale,M,2008-06-27,97,31
2463,William Reeves,F,1983-09-29,40,49
2464,Chelsea Wall,F,2003-02-12,71,22
2465,Gregory Meyer,M,2006-08-31,189,10
2466,Erica Fernandez,M,2001-12-11,78,33
2467,Jessica Gardner,M,2002-04-17,143,24
2468,Patrick Jones,F,1990-02-01,123,1
2469,Timothy Valentine,F,1994-05-11,74,13
2470,Robert Curtis,F,2006-07-06,198,41
2471,Michelle Gilbert,F,1996-04-16,93,4
2472,Julie Edwards,M,1996-04-19,16,44
2473,Carlos Moore,M,1995-03-23,172,30
2474,Sarah Williams,M,1983-09-01,64,47
2475,Melissa Steele,M,1990-04-13,164,47
2476,Jose Hanson,F,1995-01-11,173,27
2477,David Avila,F,2008-05-01,71,48
2478,Peggy Fisher,F,2001-08-22,137,2
2479,Stephanie Clark,F,2000-03-09,10,31
2480,William Levine,M,1989-12-24,173,1
2481,Kimberly Campbell,M,1999-05-26,50,24
2482,Randall Johnson,F,1994-04-28,10,29
2483,Andrea Serrano,F,2003-06-28,24,46
2484,Raymond Moore,M,1993-06-06,17,19
2485,David Baker,F,1999-08-03,141,48
2486,Natalie Whitaker,F,2004-07-29,5,49
2487,Allison Chan,F,1993-11-05,59,49
2488,Katie Todd,F,1997-03-18,151,11
2489,Sheila Johnson,M,1996-06-22,111,17
2490,Lance Carpenter,F,1985-12-02,84,32
2491,David Norton,M,1990-08-09,186,8
2492,Maria Baker,F,2005-11-12,29,20
2493,Donald Douglas,M,1988-07-25,124,7
2494,Eric Morales,M,1985-05-29,141,40
2495,Noah Schultz,F,1984-07-11,71,16
2496,Denise Robinson,M,2005-06-01,199,13
2497,Abigail Anderson,M,1996-05-05,23,37
2498,Anne Smith,M,1998-05-31,49,23
2499,Emily Hughes,M,1996-01-31,176,47
2500,Christina Burke,F,1993-05-24,90,4
2501,Felicia Carey,F,2004-08-20,79,11
2502,Spencer Ibarra,M,2005-11-24,185,10
2503,Dennis Cunningham,M,1991-01-22,22,22
2504,Jason Nunez,M,2002-11-04,7,30
2505,Joseph Mann,M,1993-05-28,6,34
2506,Jessica Frost,F,1984-01-19,156,47
